movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0207,Family Ice,TV Series,Sport,Mystery,1992,34,R,English,USA,7.5,,,8,15,TRUE,02-08-2020,TRUE
movie_0208,The Story,Movie,Thriller,,1993,109,R,Spanish,USA,7.4,5539041,,,,TRUE,28-04-2021,FALSE
movie_0209,King Dragon,TV Series,History,,2023,44,TV-G,English,USA,6.2,,,9,89,TRUE,16-06-2022,TRUE
movie_0210,Princess Kingdom,Movie,Sport,,2018,83,TV-14,German,Canada,2.7,2206961,,,,FALSE,15-02-2022,FALSE
movie_0211,Kingdom Princess,TV Series,Romance,,1998,39,PG-13,Italian,USA,6.1,,,2,97,FALSE,12-04-2022,FALSE
movie_0212,Story King,Stand-up Comedy,War,,2011,33,TV-Y,Hindi,UK,8,,,,,FALSE,08-12-2022,FALSE
movie_0213,Queen House,TV Series,Fantasy,,2015,44,PG,English,Canada,7.9,,,10,115,TRUE,15-03-2025,FALSE
movie_0214,Last Dragon,Stand-up Comedy,Animation,Comedy,1966,47,TV-Y7,English,USA,4.3,,,,,FALSE,12-11-2024,FALSE
movie_0215,City Warrior,Movie,Western,,2008,135,NC-17,English,USA,6.8,10268769,1769234,,,FALSE,24-02-2024,FALSE
movie_0216,Day City,Documentary,Action,,1993,85,G,Spanish,South Korea,8.5,,,,,FALSE,02-03-2024,FALSE
movie_0217,Quest Secret,Movie,Drama,,2008,93,TV-G,English,UK,6.9,1331293,136118745,,,FALSE,25-10-2024,FALSE
movie_0218,Journey Mission,Movie,Action,Documentary,1995,93,NC-17,English,India,6.2,8955476,5873907,,,FALSE,19-12-2020,FALSE
movie_0219,Bright Adventure,Movie,Comedy,,2021,102,NC-17,English,Canada,7.1,1852812,323259,,,TRUE,09-03-2025,FALSE
movie_0220,An War,TV Series,Comedy,History,2009,47,TV-MA,French,Germany,8.1,,,9,40,FALSE,21-02-2022,FALSE
movie_0221,Empire Kingdom,Documentary,Crime,,2016,46,TV-PG,English,USA,8.7,,,,,FALSE,25-06-2021,FALSE
movie_0222,Battle Phoenix,TV Series,Western,Drama,1994,329,TV-MA,Japanese,USA,,,,11,153,FALSE,30-10-2020,FALSE
movie_0223,Story Phoenix,TV Series,History,,2006,50,TV-G,Hindi,USA,6.3,,,,156,FALSE,22-10-2020,FALSE
movie_0224,The Princess,TV Series,Drama,,1994,62,R,German,USA,,,,2,43,FALSE,12-05-2021,FALSE
movie_0225,Our Family,Movie,Adventure,Drama,1994,119,PG-13,Spanish,India,7.4,13813223,,,,TRUE,16-05-2023,FALSE
movie_0226,A Dream,Stand-up Comedy,Western,,1998,67,TV-MA,English,USA,5.7,,,,,FALSE,23-03-2022,FALSE
movie_0227,Last Storm,Stand-up Comedy,Family,,2012,59,G,English,USA,6.8,,,,,FALSE,14-08-2023,FALSE
movie_0228,City Family,Movie,Family,,2015,144,TV-G,Korean,UK,6.4,951503,8854233,,,FALSE,04-06-2023,TRUE
movie_0229,Last Secret,Movie,Drama,,2003,115,PG-13,English,India,6.1,2856217,7370946,,,FALSE,04-03-2024,FALSE
movie_0230,Kingdom King,Movie,Biography,,2005,491,TV-14,Spanish,USA,7.2,7047373,7555541,,,FALSE,04-06-2021,FALSE
movie_0231,Storm Quest,Limited Series,Mystery,,2020,36,TV-Y,German,South Korea,7.5,,,10,88,FALSE,19-06-2025,FALSE
movie_0232,Kingdom War,TV Series,Sci-Fi,,2023,38,R,English,USA,5.5,,,14,42,FALSE,01-12-2023,FALSE
movie_0233,Storm Ice,Movie,History,War,2020,131,PG,English,USA,7.1,,5648567,,,FALSE,31-07-2021,FALSE
movie_0234,An Fire,TV Series,Horror,Music,1991,58,TV-Y7,Japanese,South Korea,8.5,,,,178,FALSE,11-01-2021,FALSE
movie_0235,Empire Story,Limited Series,Crime,Action,2011,45,G,English,USA,3.7,,,10,18,FALSE,06-03-2022,FALSE
movie_0236,Queen Warrior,Stand-up Comedy,Action,Animation,2006,81,TV-14,English,Canada,,,,,,FALSE,22-08-2024,FALSE
movie_0237,Legend Warrior,TV Series,Animation,,2002,24,PG-13,English,Japan,,,,8,82,FALSE,30-09-2020,FALSE
movie_0238,Bright Journey,TV Series,Adventure,,2011,46,PG-13,Korean,USA,8.7,,,4,133,FALSE,03-02-2022,FALSE
movie_0239,Kingdom Dream,Documentary,Sci-Fi,Drama,2015,79,G,Italian,USA,5.7,,,,,FALSE,17-10-2022,FALSE
movie_0240,Last House,Movie,Drama,,2022,152,NC-17,French,USA,,,38401267,,,FALSE,02-12-2024,FALSE
movie_0241,Dark Ice,TV Series,War,,2003,13,TV-14,Japanese,USA,4.9,,,10,90,FALSE,22-06-2022,FALSE
movie_0242,Mission Storm,Documentary,Sci-Fi,,2022,56,TV-14,English,USA,6.9,,,,,TRUE,16-06-2021,FALSE
movie_0243,New Quest,Movie,Comedy,,1997,147,TV-MA,Italian,USA,6.9,1340534,7497976,,,TRUE,11-12-2022,FALSE
movie_0244,Little City,Movie,History,,2005,563,TV-G,English,USA,5,2185872,141933150,,,FALSE,25-12-2020,FALSE
movie_0245,Night King,Movie,Mystery,Comedy,2010,81,TV-Y7,German,USA,5.5,,,,,FALSE,28-05-2024,FALSE
movie_0246,Empire Adventure,Documentary,Documentary,,2001,71,NC-17,English,UK,1.2,,,,,FALSE,12-10-2022,FALSE
movie_0247,Bright Princess,Documentary,Documentary,,2014,84,TV-PG,English,France,6.4,,,,,FALSE,16-07-2022,TRUE
movie_0248,Love Storm,TV Series,Mystery,,2002,17,TV-PG,Spanish,Japan,7,,,3,39,FALSE,13-02-2024,FALSE
movie_0249,City Storm,Documentary,War,Action,2009,67,TV-14,Hindi,USA,6.5,,,,,FALSE,14-07-2025,FALSE
movie_0250,First Ice,Limited Series,Sci-Fi,Mystery,2002,21,G,English,USA,2.6,,,5,170,FALSE,24-07-2024,TRUE
movie_0251,Queen Mystery,Limited Series,Comedy,,2013,0,TV-G,English,South Korea,,,,2,24,FALSE,16-01-2021,FALSE
movie_0252,My Quest,Movie,Romance,,1995,140,TV-14,Spanish,USA,6.2,135680978,164970469,,,FALSE,12-10-2020,FALSE
movie_0253,City Queen,Documentary,Fantasy,,2013,99,TV-G,Spanish,USA,,,,,,TRUE,04-11-2020,TRUE
movie_0254,Empire Mystery,TV Series,Drama,,2024,38,TV-14,English,Japan,7.1,,,3,84,FALSE,19-09-2021,FALSE
movie_0255,Dark Legend,Movie,Animation,Sport,2024,127,R,Hindi,USA,3.4,247987,11671074,,,FALSE,21-02-2023,TRUE
movie_0256,Kingdom War,Stand-up Comedy,Thriller,,2007,71,TV-14,English,USA,,,,,,FALSE,07-03-2025,TRUE
movie_0257,Dragon King,Movie,History,,2001,109,PG-13,English,Japan,6.6,3393573,40319055,,,TRUE,25-07-2022,FALSE
movie_0258,Adventure Love,Movie,Music,,2009,161,TV-PG,English,USA,8.8,1206373,,,,FALSE,29-10-2021,FALSE
movie_0259,Princess Warrior,Movie,Crime,,2004,114,TV-Y7,English,Canada,6.9,702469,25878525,,,TRUE,03-02-2022,FALSE
movie_0260,Love Love,Stand-up Comedy,Action,,2018,55,PG-13,French,USA,4.7,,,,,FALSE,29-04-2023,FALSE
movie_0261,Hero Dream,Movie,Biography,Crime,2013,88,G,Italian,USA,9.1,169741881,,,,FALSE,11-04-2025,TRUE
movie_0262,House Secret,Movie,Sport,,2020,127,TV-G,English,USA,4.8,,5863373,,,FALSE,02-02-2023,FALSE
movie_0263,Big Ice,Movie,Music,Western,1994,93,TV-MA,Hindi,South Korea,,3501146,1126300,,,TRUE,25-06-2023,FALSE
movie_0264,Our Queen,Movie,Biography,Drama,2013,121,PG,English,South Korea,8.4,8714072,35270961,,,FALSE,26-09-2022,FALSE
movie_0265,Warrior Fire,Movie,Western,,1994,98,G,English,USA,4.5,21557530,6020161,,,FALSE,07-10-2020,FALSE
movie_0266,Ice Fire,TV Series,Romance,Family,2005,59,TV-MA,English,Germany,4.1,,,12,136,FALSE,31-05-2025,FALSE
movie_0267,Our War,Stand-up Comedy,Animation,,2024,51,PG,Japanese,South Korea,8.3,,,,,FALSE,22-03-2021,FALSE
movie_0268,Quest Empire,Movie,Comedy,,2022,120,G,English,Japan,6.7,11481343,727483,,,FALSE,20-01-2025,FALSE
movie_0269,Secret Mystery,Documentary,Drama,,2012,74,PG-13,Italian,UK,9.8,,,,,FALSE,25-10-2024,FALSE
movie_0270,Secret Ice,Movie,Romance,,2020,152,TV-G,English,UK,0.9,389524,492518,,,FALSE,01-11-2022,TRUE
movie_0271,Our Mission,TV Series,Music,War,2013,66,PG-13,French,Japan,7.3,,,1,78,TRUE,04-12-2020,TRUE
movie_0272,Day Fire,Movie,Family,,2024,127,TV-Y,English,South Korea,6.9,4158763,214080071,,,FALSE,20-12-2021,TRUE
movie_0273,New Adventure,Stand-up Comedy,Adventure,,2003,54,TV-Y7,Italian,UK,6.1,,,,,FALSE,09-09-2024,FALSE
movie_0274,Story Phoenix,Stand-up Comedy,Horror,,1996,51,NC-17,Korean,USA,6.8,,,,,TRUE,11-11-2024,FALSE
movie_0275,Night City,Stand-up Comedy,Drama,,2007,67,TV-MA,English,USA,6.6,,,,,FALSE,09-05-2025,FALSE
movie_0276,Dark Storm,TV Series,Family,,1991,24,TV-Y,English,India,1.7,,,7,106,FALSE,23-02-2022,FALSE
movie_0277,An Empire,TV Series,Adventure,,1991,25,PG,English,USA,4.9,,,12,183,TRUE,04-04-2025,FALSE
movie_0278,Dragon Storm,TV Series,Documentary,,2023,63,TV-MA,Hindi,USA,6.6,,,9,50,FALSE,09-06-2024,FALSE
movie_0279,My Adventure,TV Series,War,Sport,2011,53,TV-Y,English,USA,6.6,,,13,77,FALSE,21-06-2022,TRUE
movie_0280,Legend Story,Movie,Mystery,,1995,100,TV-14,Italian,USA,6.7,4869656,523538611,,,FALSE,23-09-2020,FALSE
movie_0281,House Phoenix,Movie,Crime,,2017,115,PG,English,USA,6.5,,394055,,,FALSE,21-07-2022,FALSE
movie_0282,Secret Ice,Movie,Comedy,Drama,1997,90,TV-Y,English,USA,4.2,2199222,32143697,,,FALSE,05-03-2024,TRUE
movie_0283,Big Mission,Movie,History,,2009,118,TV-Y7,Spanish,UK,6.1,1107126,,,,TRUE,22-04-2024,TRUE
movie_0284,King Dragon,Movie,Romance,Western,1990,112,TV-14,English,USA,6.8,3329576,45321,,,TRUE,15-05-2021,FALSE
movie_0285,Dragon Dragon,Documentary,Horror,,2024,85,PG,English,South Korea,,,,,,FALSE,13-10-2023,FALSE
movie_0286,First Queen,Stand-up Comedy,Thriller,,1995,63,TV-Y7,Spanish,Germany,7.3,,,,,FALSE,03-10-2022,TRUE
movie_0287,The Adventure,TV Series,Animation,,1995,76,TV-Y7,Japanese,USA,2.7,,,,199,FALSE,24-12-2021,FALSE
movie_0288,Mystery Adventure,Stand-up Comedy,Music,Sci-Fi,2005,66,PG,German,USA,5.8,,,,,TRUE,24-02-2021,FALSE
movie_0289,Love City,TV Series,Action,Adventure,2007,57,NC-17,English,Canada,8.2,,,12,75,FALSE,14-05-2021,TRUE
movie_0290,Dark City,Documentary,Animation,War,1992,84,TV-MA,English,Germany,5.9,,,,,FALSE,16-03-2023,FALSE
movie_0291,Princess War,Stand-up Comedy,Romance,,2002,58,TV-G,English,USA,7.6,,,,,FALSE,06-11-2024,FALSE
movie_0292,Family Princess,Movie,Adventure,,2000,67,G,English,France,8.4,,35807632,,,FALSE,17-05-2023,FALSE
movie_0293,Quest Adventure,Movie,Adventure,,2009,85,NC-17,English,Canada,7,6918517,13786456,,,FALSE,30-01-2025,FALSE
movie_0294,King Kingdom,Movie,Horror,Western,1999,118,TV-MA,English,Canada,8.5,3103842,1012901,,,FALSE,01-05-2025,FALSE
movie_0295,Little Dragon,TV Series,Fantasy,History,2011,50,G,English,USA,5.2,,,2,27,FALSE,06-11-2020,FALSE
movie_0296,Ice Mystery,Movie,Documentary,,2011,102,PG,French,USA,7.5,2650811,,,,FALSE,01-11-2024,FALSE
movie_0297,Secret Mission,Documentary,Thriller,,1995,99,NC-17,English,USA,4.8,,,,,FALSE,02-11-2022,FALSE
movie_0298,City Dream,Movie,Adventure,,2014,121,PG-13,Korean,USA,6.9,2411775,4770765,,,TRUE,08-02-2021,FALSE
movie_0299,Quest Mystery,TV Series,Biography,,1986,36,R,French,Japan,7.4,,,3,54,TRUE,15-12-2022,TRUE
movie_0300,House War,Movie,Sci-Fi,,2024,155,NC-17,English,USA,6.9,,,,,FALSE,25-02-2021,FALSE
movie_0301,Fire Battle,Movie,Horror,,1991,108,TV-Y7,Japanese,USA,5.6,902788,27378941,,,FALSE,20-11-2024,FALSE
movie_0302,Bright Battle,Movie,Drama,,1997,105,TV-MA,English,USA,,5521994,,,,FALSE,06-09-2021,FALSE
movie_0303,Quest Princess,Movie,History,Western,1990,132,TV-Y,Japanese,USA,6.3,27892159,12209704,,,FALSE,28-04-2022,TRUE
movie_0304,Dragon Warrior,Movie,History,Horror,2011,122,NC-17,Hindi,USA,6.3,13039164,51016239,,,TRUE,05-06-2023,FALSE
movie_0305,Legend House,Movie,Adventure,Fantasy,1984,113,TV-MA,English,Japan,,,53455628,,,TRUE,14-06-2021,FALSE
movie_0306,Warrior House,TV Series,Comedy,,2009,45,G,English,UK,,,,1,83,FALSE,02-10-2021,FALSE
movie_0307,Dark Ice,Stand-up Comedy,Crime,,2023,48,TV-Y,Italian,India,10,,,,,FALSE,02-03-2024,FALSE
movie_0308,Old Dragon,Documentary,Western,,2010,86,PG-13,Korean,Canada,3.2,,,,,FALSE,30-10-2023,FALSE
movie_0309,War Legend,Movie,Sci-Fi,,2006,151,TV-PG,English,USA,7.3,809242,69363028,,,FALSE,03-11-2023,TRUE
movie_0310,Legend Ice,Limited Series,Family,War,2003,32,R,English,USA,6.3,,,14,86,FALSE,24-01-2021,FALSE
movie_0311,War Empire,Stand-up Comedy,Adventure,,1993,72,TV-MA,English,USA,3.9,,,,,TRUE,16-01-2023,FALSE
movie_0312,King Legend,TV Series,Romance,,2019,64,PG,English,UK,7.4,,,,192,TRUE,24-11-2022,TRUE
movie_0313,Quest Love,TV Series,Adventure,War,2004,9,NC-17,English,Canada,0.5,,,,124,FALSE,24-10-2023,FALSE
movie_0314,Adventure Princess,Movie,Sci-Fi,,2023,113,PG,English,India,,4061469,9300295,,,FALSE,01-11-2024,FALSE
movie_0315,Big Hero,Stand-up Comedy,Mystery,Fantasy,1997,51,R,English,Canada,7.9,,,,,TRUE,05-02-2021,FALSE
movie_0316,Mystery Kingdom,Movie,History,,2018,119,NC-17,Hindi,USA,6.8,,,,,FALSE,25-03-2024,FALSE
movie_0317,Mystery Love,Movie,Drama,,1996,87,TV-Y,French,South Korea,8.6,,544577,,,TRUE,25-03-2025,TRUE
movie_0318,Mission Day,Movie,Crime,,1994,117,TV-Y,English,USA,5.5,1807059,57074574,,,FALSE,12-05-2021,FALSE
movie_0319,My Journey,Movie,Crime,,1990,121,TV-Y7,Japanese,South Korea,5.3,,5454814,,,TRUE,06-04-2021,TRUE
movie_0320,Fire Queen,Movie,Documentary,,1991,101,R,English,USA,5.3,9012419,,,,FALSE,02-08-2021,FALSE
movie_0321,First Family,Stand-up Comedy,Comedy,,2014,534,TV-MA,English,Germany,,,,,,FALSE,24-03-2024,TRUE
movie_0322,Day Night,Movie,Western,,2015,109,PG,Spanish,USA,6.2,18695365,255722052,,,TRUE,30-07-2022,FALSE
movie_0323,Little City,Movie,Adventure,Mystery,2011,145,NC-17,English,Canada,4.4,183679,150842229,,,FALSE,09-11-2022,TRUE
movie_0324,Phoenix Dragon,Documentary,Fantasy,,1994,66,PG,English,Canada,6.9,,,,,FALSE,02-01-2021,TRUE
movie_0325,Dream Family,Stand-up Comedy,Sport,,2011,64,TV-14,Hindi,Canada,4.8,,,,,FALSE,31-07-2025,FALSE
movie_0326,Our Queen,Movie,Family,,2018,98,TV-MA,English,South Korea,4.8,,,,,FALSE,12-02-2023,FALSE
movie_0327,The Storm,TV Series,History,Drama,2005,48,G,English,USA,7.4,,,2,164,FALSE,05-10-2021,FALSE
movie_0328,Mystery Day,Documentary,Horror,Family,2024,46,TV-Y7,Italian,USA,9.3,,,,,FALSE,15-04-2021,FALSE
movie_0329,Battle Phoenix,Stand-up Comedy,Documentary,,2021,49,TV-Y7,English,USA,6.6,,,,,FALSE,25-07-2025,TRUE
movie_0330,Legend King,Documentary,Biography,,2010,71,PG,English,UK,9.5,,,,,FALSE,06-12-2023,FALSE
movie_0331,A Quest,TV Series,Family,,2018,36,PG,Italian,UK,,,,3,138,TRUE,01-12-2020,FALSE
movie_0332,Queen Dream,Stand-up Comedy,Fantasy,Crime,1997,75,TV-Y7,Spanish,USA,6.5,,,,,TRUE,11-07-2023,FALSE
movie_0333,The Dream,Movie,Action,,2019,72,TV-14,Korean,USA,8,3004314,,,,TRUE,09-11-2020,FALSE
movie_0334,Story Warrior,Limited Series,Comedy,,1998,39,TV-14,Hindi,India,6.2,,,13,31,FALSE,31-10-2022,FALSE
movie_0335,Quest Mission,TV Series,Crime,,2016,27,TV-14,Japanese,South Korea,,,,,149,FALSE,28-12-2022,FALSE
movie_0336,Queen Warrior,Movie,Comedy,,2006,183,G,English,UK,7.8,1807604,71561859,,,TRUE,09-02-2021,FALSE
movie_0337,Storm Dream,TV Series,Documentary,,2014,31,TV-Y7,French,USA,5.9,,,7,199,TRUE,12-08-2024,FALSE
movie_0338,Old Mission,Movie,Romance,Sci-Fi,2004,106,NC-17,English,Canada,4.7,262233,90979995,,,TRUE,24-01-2022,FALSE
movie_0339,Big Empire,Movie,Fantasy,Sport,1961,106,PG-13,Spanish,Japan,7.5,945058,,,,FALSE,19-10-2024,FALSE
movie_0340,Mission Quest,Movie,Documentary,,2010,124,TV-Y,English,USA,6.3,1398006,,,,TRUE,14-12-2020,FALSE
movie_0341,Battle Ice,TV Series,Western,,2005,64,NC-17,English,USA,6.3,,,,8,FALSE,18-02-2024,TRUE
movie_0342,Adventure Story,Movie,Biography,,2001,103,TV-Y7,English,USA,7.4,1502147,123063274,,,FALSE,03-07-2023,FALSE
movie_0343,Legend Mission,Movie,Animation,,2022,119,PG-13,English,USA,,,42547797,,,FALSE,19-01-2023,FALSE
movie_0344,Mystery Fire,Movie,Thriller,,2017,110,PG,English,South Korea,5.1,6458405,2367644,,,FALSE,26-09-2022,TRUE
movie_0345,Dark Secret,TV Series,Fantasy,,2001,64,NC-17,English,USA,7.5,,,3,146,FALSE,19-02-2023,FALSE
movie_0346,House City,TV Series,Animation,Sci-Fi,2008,30,TV-PG,English,South Korea,6.6,,,2,50,FALSE,02-01-2023,FALSE
movie_0347,Story Warrior,TV Series,Comedy,Family,1996,51,NC-17,French,USA,4.9,,,9,168,TRUE,23-05-2021,FALSE
movie_0348,Quest Adventure,TV Series,Sport,Family,2024,43,TV-PG,Spanish,USA,6.4,,,13,123,TRUE,10-01-2025,FALSE
movie_0349,Fire King,Documentary,Romance,,2018,101,PG,English,USA,7.3,,,,,FALSE,27-03-2023,TRUE
movie_0350,Dragon Hero,Movie,History,Family,2020,91,G,English,South Korea,8,16253067,,,,FALSE,19-08-2021,TRUE
movie_0351,Family Story,TV Series,Family,,2018,28,TV-Y,English,USA,,,,2,191,TRUE,11-09-2020,FALSE
movie_0352,New Kingdom,Documentary,Thriller,,2022,54,TV-Y,Japanese,USA,6.1,,,,,FALSE,23-03-2024,FALSE
movie_0353,Quest Hero,Limited Series,Action,Adventure,2009,437,NC-17,Italian,USA,5.5,,,7,19,FALSE,21-08-2020,FALSE
movie_0354,New Adventure,Documentary,Adventure,Thriller,2010,85,G,Spanish,USA,7,,,,,FALSE,20-01-2021,FALSE
movie_0355,Dream Dream,Limited Series,Family,Crime,2019,65,R,English,USA,5.9,,,4,177,FALSE,24-07-2024,FALSE
movie_0356,Love Empire,TV Series,Music,History,1999,43,TV-PG,Korean,USA,7.9,,,14,67,FALSE,28-07-2023,FALSE
movie_0357,Our Queen,Movie,Crime,,2006,115,TV-Y,English,USA,6.6,1750267,,,,FALSE,22-06-2025,FALSE
movie_0358,Legend Secret,TV Series,Drama,,1992,37,TV-MA,English,Japan,9,,,4,148,FALSE,21-04-2025,FALSE
movie_0359,Quest Hero,Movie,Biography,,1973,103,TV-14,Korean,USA,,22962132,124272260,,,FALSE,13-06-2025,TRUE
movie_0360,Fire Night,TV Series,Comedy,Adventure,1953,52,TV-14,English,USA,4,,,2,116,FALSE,14-12-2022,TRUE
movie_0361,War Adventure,Movie,Drama,,2022,22,TV-MA,English,USA,6.8,,,,,TRUE,04-06-2022,FALSE
movie_0362,Bright Phoenix,Documentary,Drama,,2021,84,TV-Y,English,UK,7.9,,,,,TRUE,09-05-2023,FALSE
movie_0363,Night Secret,Movie,Animation,,1990,150,PG,German,USA,,9373108,1233608,,,FALSE,11-02-2022,FALSE
movie_0364,Princess House,Movie,Thriller,,2009,95,TV-Y7,English,USA,7.9,19537616,4193030,,,TRUE,02-11-2020,FALSE
movie_0365,First Quest,TV Series,Action,Mystery,2011,70,NC-17,English,USA,7.3,,,,170,FALSE,30-06-2025,TRUE
movie_0366,War Dragon,Limited Series,Crime,Family,2001,24,TV-14,English,Canada,8.2,,,10,185,FALSE,19-07-2024,FALSE
movie_0367,Storm Secret,Movie,Drama,,1991,92,TV-MA,English,USA,4.7,6921573,,,,FALSE,29-11-2022,TRUE
movie_0368,The Empire,Movie,Western,Fantasy,2018,95,TV-PG,French,Canada,6.1,29387509,,,,TRUE,17-05-2021,FALSE
movie_0369,Big Ice,Documentary,Family,Adventure,2008,58,TV-Y,Hindi,Japan,5.9,,,,,FALSE,08-05-2023,FALSE
movie_0370,Princess Quest,Movie,Music,Thriller,2015,87,PG-13,Spanish,USA,,1373809,,,,FALSE,16-09-2021,FALSE
movie_0371,King Love,TV Series,Biography,Drama,2017,46,TV-PG,Hindi,South Korea,6.3,,,1,168,TRUE,23-07-2025,FALSE
movie_0372,Love Fire,Movie,Documentary,,2022,93,TV-Y7,English,South Korea,9.5,3882573,,,,FALSE,04-02-2023,FALSE
movie_0373,Queen Journey,TV Series,War,,2001,51,TV-MA,Spanish,South Korea,5.5,,,7,147,FALSE,17-06-2021,FALSE
movie_0374,The Story,Movie,Adventure,,2023,104,TV-14,English,USA,7.5,766474,7301565,,,FALSE,05-03-2024,TRUE
movie_0375,Last Kingdom,Movie,Fantasy,Animation,2019,129,TV-Y7,Japanese,Canada,7.3,11990701,,,,FALSE,15-03-2021,FALSE
movie_0376,City Legend,Movie,Family,Animation,2021,106,TV-PG,English,USA,7.6,102041972,,,,FALSE,21-06-2023,FALSE
movie_0377,Ice Journey,Movie,Animation,,2016,105,NC-17,Japanese,USA,5.6,4268594,3435870,,,FALSE,10-10-2024,FALSE
movie_0378,Quest Family,Stand-up Comedy,Sport,,2005,42,TV-PG,English,USA,,,,,,FALSE,28-02-2025,FALSE
movie_0379,Our Battle,TV Series,Horror,,2007,41,TV-G,Japanese,South Korea,,,,13,164,FALSE,23-03-2021,FALSE
movie_0380,House Dragon,Stand-up Comedy,Animation,,2015,66,PG-13,Hindi,USA,8.2,,,,,TRUE,17-06-2023,FALSE
movie_0381,Dragon Princess,Movie,Biography,Sport,2023,116,TV-G,English,Germany,6.2,8059992,1032562,,,FALSE,26-11-2021,FALSE
movie_0382,Love Empire,Documentary,War,War,2012,66,TV-G,English,Canada,5.5,,,,,FALSE,10-10-2021,TRUE
movie_0383,Day City,TV Series,Crime,,2022,42,G,English,USA,5.7,,,6,89,FALSE,28-09-2023,FALSE
movie_0384,Night Adventure,Stand-up Comedy,Music,Thriller,2013,42,G,English,USA,8.8,,,,,TRUE,27-02-2022,FALSE
movie_0385,Little Journey,Documentary,Family,Animation,2020,72,TV-Y7,English,USA,7.1,,,,,FALSE,27-02-2025,FALSE
movie_0386,Hero Hero,Stand-up Comedy,War,Adventure,2015,42,PG,English,USA,8.6,,,,,FALSE,11-10-2020,FALSE
movie_0387,Night King,Movie,Animation,,2024,90,TV-14,English,India,,,,,,FALSE,09-06-2025,TRUE
movie_0388,An Mission,Documentary,Animation,Thriller,1994,35,TV-G,Spanish,USA,2,,,,,FALSE,29-07-2024,FALSE
movie_0389,Last Mission,Movie,History,Western,2023,122,TV-14,German,Canada,8.7,17655990,7400330,,,FALSE,20-03-2023,TRUE
movie_0390,Old Night,Movie,Fantasy,Sci-Fi,2004,94,TV-Y7,Spanish,USA,2.7,1231347,2483539,,,FALSE,05-07-2024,FALSE
movie_0391,Night Night,Stand-up Comedy,Crime,Biography,2006,87,TV-PG,French,USA,1.2,,,,,TRUE,22-04-2021,FALSE
movie_0392,Hero City,TV Series,Adventure,,2010,49,PG-13,French,USA,8.9,,,8,101,FALSE,26-09-2024,TRUE
movie_0393,A Storm,Stand-up Comedy,Sci-Fi,,1999,57,TV-MA,English,South Korea,7.7,,,,,FALSE,07-12-2020,FALSE
movie_0394,Dark Kingdom,TV Series,Adventure,,2014,26,R,Spanish,South Korea,6.1,,,6,97,TRUE,17-12-2023,FALSE
movie_0395,Princess Queen,Stand-up Comedy,Family,Drama,2022,36,NC-17,English,USA,,,,,,FALSE,04-04-2024,FALSE
movie_0396,Storm Night,Movie,War,,2003,120,PG-13,English,USA,7.2,282251,4665806,,,FALSE,15-08-2023,FALSE
movie_0397,Legend Adventure,Stand-up Comedy,Sci-Fi,,2016,72,G,Spanish,USA,6,,,,,FALSE,18-01-2022,TRUE
movie_0398,Hero Story,Movie,Animation,,1997,101,R,English,South Korea,5.5,20876719,,,,FALSE,28-09-2023,FALSE
movie_0399,Our Ice,Documentary,Horror,,1996,87,TV-Y7,French,USA,6.8,,,,,FALSE,16-12-2021,FALSE
movie_0400,Night Queen,Movie,Action,,2002,73,TV-MA,Korean,UK,,179175,28601135,,,FALSE,29-05-2024,FALSE
movie_0401,Queen War,Movie,Family,Action,2022,159,TV-Y,English,USA,5.5,1612758,,,,FALSE,29-06-2022,FALSE
movie_0402,Fire Dream,Stand-up Comedy,Romance,,2005,41,NC-17,German,Canada,7.1,,,,,FALSE,05-04-2023,FALSE
movie_0403,Legend Legend,Movie,History,,1992,106,R,Japanese,USA,2,,309036948,,,TRUE,07-01-2022,FALSE
movie_0404,Family Story,TV Series,War,,1990,53,TV-14,Korean,India,7.2,,,2,53,TRUE,21-09-2020,FALSE
movie_0405,Old Ice,Documentary,Biography,Crime,2006,44,R,English,South Korea,6.9,,,,,FALSE,27-08-2021,FALSE
movie_0406,Mystery Empire,Movie,Adventure,,2015,95,G,English,UK,7.2,3408376,,,,TRUE,14-07-2023,FALSE
movie_0407,Phoenix Adventure,Stand-up Comedy,Action,,1954,48,TV-PG,English,USA,6.4,,,,,TRUE,14-09-2021,TRUE
movie_0408,Adventure Love,Stand-up Comedy,Music,,2008,43,R,English,Canada,7.8,,,,,FALSE,20-10-2023,TRUE
movie_0409,Mystery Storm,Documentary,Fantasy,Drama,2020,99,TV-14,English,USA,7.8,,,,,FALSE,18-04-2023,TRUE
movie_0410,Last Battle,Movie,Drama,,2022,586,TV-14,English,USA,5.4,28133203,146383638,,,FALSE,24-04-2024,FALSE
movie_0411,Dream Dream,Movie,Music,Romance,2013,126,TV-Y,Japanese,USA,,,5867475,,,FALSE,15-03-2025,TRUE
movie_0412,Princess Adventure,Limited Series,Comedy,,1996,68,TV-G,Spanish,USA,3.8,,,9,132,FALSE,13-01-2025,FALSE
movie_0413,Legend Day,Movie,Family,Family,2006,80,TV-Y,Hindi,UK,3.5,11692054,4330263,,,FALSE,29-10-2022,FALSE
